hour,oaid,os,item_names,brand,sw,sh,,
20,,,"剧情,喜剧,爱情,家庭",SHARP,,,,
20,,,"真人秀,芒果出品",Skyworth,,,,
20,b76a29e35dbc59c5,Android_12,"文化,脱口秀,搞笑",Xiaomi,1440,3031,,
20,,,"古装,爱情,悬疑,芒果出品",Android,,,,
20,,,"剧情,喜剧,爱情,家庭",Xiaodu,,,,
20,,10,"爱情,剧情,喜剧,都市,家庭",HUAWEI,,,,
20,,,"偶像,都市,爱情,青春",Xiaodu,,,,
20,c677a63bda1895a0,Android_12,"音乐,竞技",Xiaomi,1080,2277,,
20,,,"芒果出品,网剧,都市,爱情",alps,,,,
20,AFA61EA6C9604BAE8180E9B656F0A6881b32923337d4fe3f07970ddb56ff8325,Android_11,剧情,OPPO,2340,1080,,
20,,9,"剧情,家庭",Hisense,,,,
20,198e9451f25c27fe,android_10,"亲子,芒果出品,真人秀",Redmi,720,1449,,
20,,,"真人秀,芒果出品",Android,,,,
16,,10,其他,HUAWEI,,,,
17,,,其他,Xiaomi,,,,
17,,9,"都市,爱情,芒果出品",changhong,,,,
17,,9,"悬疑,古装,奇幻,芒果出品",Hisense,,,,
17,,,"校园,青春,奇幻,喜剧,爱情",Sony,,,,
17,,,"芒果出品,校园,网剧,青春,偶像,爱情",Xiaomi,,,,
17,,,"都市,爱情,剧情",apple,2778,1284,,
18,,,其他,MediaTek,,,,
18,,Windows,"芒果出品,悬疑,犯罪",,,,,
18,,,其他,Letv,,,,
18,,9,"文化,脱口秀,搞笑",TCL,,,,
18,,,其他,MEIJING_RK3288,,,,
18,,,"悬疑,犯罪,芒果出品",Coocaa,,,,
19,,,"真人秀,芒果出品",SHARP,,,,
19,,9,"都市,芒果出品,剧情",HiDPT,,,,
19,,linux,"战争,剧情",samsung,,,,
19,,,"都市,爱情,芒果出品",Xiaomi,,,,
19,,Android_10,其他,HUAWEI,1176,2206,,
19,,Windows,"都市,芒果出品,剧情",,,,,
19,82ABDE21571B4E0EACA8731DAB4D403689227a6306ab3ec501bbd842f5e60810,Android_13,"都市,剧情",OPPO,2285,1032,,
19,,,"益智,芒果出品",Xiaomi,,,,
19,,,"剧情,犯罪",Xiaodu,,,,
19,,,"芒果出品,爱情,古装",Xiaodu,,,,
19,,Windows,"真人秀,益智,芒果出品",,1366,768,,
19,,10,"悬疑,犯罪,芒果出品",HUAWEI,,,,
19,,9,"都市,剧情,爱情",Xiaomi,,,,
19,,,"真人秀,芒果出品",Skyworth,,,,
19,,Android_10,其他,HUAWEI,1228,2463,,
20,f3601d8aab5c90d6,Android_11,其他,Redmi,2305,1036,,
20,,,"战争,剧情",ChangHong,,,,
20,,,"爱情,都市,家庭",MBX,,,,
20,61dab65f4d3c2d2f,Android_11,"青春,校园",Xiaomi,1600,2524,,
20,F6299987F2194CA78953DC3242F310DCf6671853ac42d484bb6817177e539af6,Android_13,"音乐,竞技",OPPO,988,1883,,
20,,,"音乐,芒果出品",MStar,,,,
20,,,"爱情,都市,家庭",pptv,,,,
20,,,"剧情,都市",ChangHong,,,,
20,,,"都市,爱情,芒果出品",rockchip,,,,
20,,,"情感,旅游,真人秀,芒果出品",Hisense,,,,
17,1099E5E6D5354B5396939EEECBD32B7E6066525d7ac00c58fb1784e2bf1a0132,Android_12,"喜剧,爱情,芒果出品",OPPO,1080,2256,,
17,,,"都市,爱情,芒果出品",vivo,720,1436,,
17,,Android_12,"爱情,剧情",HUAWEI,2309,1042,,
17,DA41C382055D4D84A11A9150F39C506C321b57c5a1c7948d278f225b705b0177,Android_12,"爱情,都市,家庭",OPPO,720,1460,,
17,,,其他,alps,,,,
17,,9,"家庭,爱情",TCL,,,,
17,,,"真人秀,音乐",Xiaomi,,,,
17,,,"战争,剧情",Xiaomi,,,,
17,,,"爱情,都市,家庭",Xiaomi,,,,
18,,,"剧情,喜剧,爱情,家庭",apple,2048,1536,,
18,,,"剧情,都市,芒果出品",SHARP,,,,
18,,,"校园,青春,偶像,爱情",apple,828,1792,,
18,,Android_10,"明星,真人秀,音乐,芒果出品",HUAWEI,2259,1080,,
18,54776c6553e1575f,Android_10,"都市,剧情",Xiaomi,2265,1080,,
18,db76b3100f596871,android_10,其他,Xiaomi,1080,2029,,
18,61f6d7e3cde9ca39,Android_10,"芒果出品,爱情,古装",Redmi,1080,2220,,
18,,Windows,"都市,爱情",,,,,
18,,9,"真人秀,芒果出品",Hisense,,,,
19,E311D2DC95604C069BE831519E2277F0b4e7f72123e94a5d24cff2873662bbf2,android_11,其他,OPPO,1080,2290,,
19,F70CD097EE7C496EAB7D27533E4CCC8Fc26092d10450dbfc93cdfd207fed779e,Android_12,"真人秀,竞技",realme,2316,1032,,
19,,9,"真人秀,芒果出品",Xiaomi,,,,
19,,,"都市,爱情,剧情",apple,2048,1536,,
19,,,"剧情,爱情,古装",apple,828,1792,,
19,,,"爱情,都市,家庭",alps,,,,
19,,,其他,apple,2532,1170,,
20,,,"芒果出品,网剧,都市,爱情,职场",SHARP,,,,
20,,,"校园,青春,奇幻,喜剧,爱情",Xiaomi,,,,
20,,,其他,qcom,,,,
20,,,"剧情,喜剧,爱情,家庭",PPTV,,,,
20,,,"宫廷,古装,言情,芒果出品",Xiaomi,,,,
20,,Windows,其他,,1280,720,,
20,,,其他,TCL,,,,
20,,,"都市,爱情",MStar,,,,
20,,9,"战争,剧情",Skyworth,,,,
20,,,"古装,爱情,芒果出品",Xiaomi,,,,
16,,Android_10,"喜剧,爱情,芒果出品",NZONE,1080,2292,,
17,,,"青春,偶像,爱情",Konka,,,,
17,,,"剧情,都市,芒果出品",Konka,,,,
17,,,"剧情,喜剧,爱情,家庭",ChangHong,,,,
18,,Android_9,其他,HUAWEI,1080,2137,,
18,,9,"都市,爱情",HUAWEI,,,,
18,,Mac,其他,,1440,900,,
18,,,"真人秀,芒果出品",Xgimi,,,,
18,,,"文化,脱口秀,搞笑",HONOR,,,,
18,,,其他,HiSTBAndroidV6,,,,
18,,,其他,Xiaodu,,,,
18,,,"真人秀,明星,竞技",Xiaomi,,,,
18,921D710299494D6CA3466EB7E279B81581836642438fb97e91eeca31da6594c8,Android_12,"真人秀,芒果出品",OPPO,1080,2290,,
19,,,其他,ChangHong,,,,
19,,,"剧情,爱情,悬疑,犯罪",Hisense,,,,
19,C136DA3445124178894B8B90F65202F9ae196738bcc51396750676ba289e0429,android,"真人秀,教育",realme,2293,1026,,
19,B418C2064DD04067A6D67A7519EAC96Ed39975d17aaa7b58eab02b5c81a5a33c,Android_12,"爱情,穿越,古装",OPPO,720,1460,,
19,,10,其他,HONOR,,,,
20,,Android_12,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",HUAWEI,1200,2499,,
20,,10,"青春,爱情",HUAWEI,,,,
20,,,"爱情,都市,家庭",Xiaomi,,,,
20,,Android_10,"真人秀,音乐",HUAWEI,1201,1447,,
20,,,"真人秀,美食,明星",apple,2160,1620,,
16,,,"剧情,喜剧,爱情,家庭",Hisense,,,,
17,5AA59B48134A44B1A86C42C09C88D8D78b90c778c32b04ef9d4a7e94c53da633,android,"芒果出品,悬疑,网剧,古装,喜剧",OPPO,2161,1080,,
17,69126849F8284C5BABF1E1F70DCBD3E8d8a2e41f74f47c0e4b8a639d50a71d92,Android_11,"都市,爱情",realme,1080,2285,,
17,,,其他,Xiaomi,,,,
17,a0a4618b8d245ba5580775801fccdd7463b3f08d369377fba5247a45d09e28c3,ANDROID_11,其他,vivo,1080,2186,,
17,,,"真人秀,益智",Xiaomi,,,,
17,,,其他,Hisense,,,,
17,4fb4f319ee3803ab76f304a060e249cd373bf0da6202dbfea92f55c77a8fecaf,,"战争,剧情",vivo,720,1520,,
17,,,"都市,爱情,芒果出品",Skyworth,,,,
18,42fe3aaa2660ed23d8238ece7fb1bfd38ca33c464b4efa9cd686b8eab9618c91,Android_9,"真人秀,芒果出品",vivo,2141,1080,,
18,,,"芒果出品,校园,网剧,青春,偶像,爱情",nemo,,,,
18,b9768d813d987dad,Android_10,"爱情,都市",Redmi,1593,880,,
18,,,剧情,MStar,,,,
18,,9,"剧情,悬疑,谍战,年代",Xiaomi,,,,
18,,9,"纪实,生活,真人秀",skyworthbox,,,,
18,6968a5a50d3eadf4f688700350986936971a9393759dc5ad295ee7400b1cb60a,Android_10,其他,vivo,1080,2308,,
18,,Android_10,"文化,脱口秀,搞笑",HONOR,1080,2282,,
19,,linux,"剧情,都市,芒果出品",samsung,,,,
19,772EDB6582DE462F94291F7C771BB95Dafd0a05bf4412cab932e95ca7b552bfb,Android_11,"战争,剧情",realme,1448,720,,
19,,,"都市,爱情,芒果出品",Xiaomi,,,,
19,,9,"真人秀,教育",Sony,,,,
19,,,"都市,爱情,芒果出品",Skyworth,,,,
19,,,"古装,武侠,剧情,芒果出品",HiDPT,,,,
19,,Android_12,其他,HUAWEI,1600,2560,,
20,,Android_10,"剧情,爱情,古装",HONOR,1080,2340,,
20,,,"剧情,犯罪",apple,1170,2532,,
20,6AF02B1854B446C1BD179EF42FD68B362fedaf3f4a096ff2a6b8ba7b56e35de3,android_11,"剧情,都市,芒果出品",OnePlus,1080,2297,,
20,,9,其他,TCL,,,,
20,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,1080,2340,,
20,,9,"爱情,都市,家庭",Xiaomi,,,,
20,3ABB0A45D14645849A4708D6B43F8ABBc52d23c1803a846b049acf2b7c279fea,Android_11,其他,OPPO,1080,2340,,
20,,,"都市,爱情,剧情",apple,2048,1536,,
20,,,其他,apple,1170,2532,,
20,,,"爱情,悬疑,犯罪",apple,2048,1536,,
16,,Android_10,"真人秀,美食,明星",HUAWEI,1920,1200,,
16,,10,"剧情,爱情,芒果出品",HUAWEI,,,,
16,e77ea8b46cfa6bfc,Android_11,"战争,剧情",Redmi,2320,1036,,
17,ea7c99a10f81e43f9b9c867c9f3a9bf1deee86feb6bb4fd613d33e62a67d8270,Android_10,"古装,武侠,剧情,芒果出品",vivo,1080,2278,,
17,,Android_12,"都市,爱情",HONOR,1080,2298,,
17,,Android_10,"爱情,都市,家庭",HUAWEI,1344,2646,,
17,,,"纪实,生活,真人秀",apple,1334,750,,
17,,,其他,Xiaodu,,,,
17,,9,"剧情,都市",PHILIPS,,,,
18,c526189e188448384a7f5f7ec161adff4beff322dc70d6a997badc76b00e063c,Android_12,"爱情,剧情,喜剧,都市,家庭",vivo,1080,2318,,
18,,,"都市,爱情",HONOR,,,,
18,,9,"剧情,喜剧,爱情,家庭",hisense,,,,
19,,,"音乐,芒果出品",alps,,,,
19,5fdab2289f220eac0113b3a7763e9118f8f364c84cc6f7adb010bc2224069a46,Android_10,其他,vivo,1080,2130,,
19,,Windows,"剧情,爱情,芒果出品,都市",,,,,
19,C4585733D4F544128974EE009943044Db67750a831e4e976aeaa0e2a5ae2b61a,Android_12,"爱情,都市,家庭",OPPO,1080,2161,,
19,,9,"爱情,都市",Sony,,,,
19,,9,"剧情,都市,芒果出品",TCL,,,,
19,,,"芒果出品,青春,偶像,爱情,古装,网剧",apple,1170,2532,,
19,,11,"古装,武侠,剧情,芒果出品",rockchip,,,,
19,,,"都市,爱情",Android,,,,
19,,linux,"都市,爱情,芒果出品",SAMSUNG,,,,
20,BA2262C36DF844148218DEFC5B463887a2c98f91dba9c1774a7ba4149f175e31,,"青春,校园",OPPO,1424,720,,
20,,,剧情,HONOR,,,,
20,69C04AD06CC3414ABEAF5CEE4AFA0C25bfff7ea1c7e6ed02704167a085abea6d,Android_13,"都市,爱情",OPPO,1080,1508,,
20,,,"家庭,喜剧,青春",alps,,,,
20,,,"古装,武侠,剧情,芒果出品",MStar,,,,
17,,,"剧情,悬疑,爱情",apple,1242,2688,,
17,,,"真人秀,旅游",ChangHong,,,,
17,,,"芒果出品,网剧,都市,爱情",Xiaomi,,,,
17,5EEED21AF5994CD4B1FF4B14C7605DC98fe01afaf8d15ce93dfe0f8a4835e29d,Android_11,其他,OPPO,1080,2208,,
17,,9,"爱情,剧情,喜剧,都市,家庭",XGIMI,,,,
17,,,"纪实,生活,真人秀",vivo,720,1520,,
18,,,"明星,真人秀,音乐,芒果出品",Konka,,,,
18,4599d11fc50955ac0e5833a554168217b482ec2881ea0a157753a8a403170a2b,Android_12,"剧情,古装,爱情,芒果出品",vivo,1080,2183,,
18,,,"警匪,悬疑,都市",ChangHong,,,,
18,,9,其他,Skyworth,,,,
18,,9,"爱情,奇幻",changhong,,,,
18,,,"剧情,都市,芒果出品",M02,,,,
18,,,"音乐,芒果出品",ChangHong,,,,
18,,,"都市,职场",TCL,,,,
19,7788F582AF8D42FD871C866CCD560D675e0daf573f4d0347549dbac56ca84ec8,Android_11,"战争,剧情",OPPO,1080,2268,,
19,,,"真人秀,明星,竞技",Xiaomi,,,,
19,,,"剧情,家庭",apple,1170,2532,,
19,AA8697064CB94D5683D16B6FFA88CFA6811a82091f168f37868ccb961aacb6af,Android_12,"悬疑,犯罪,芒果出品",realme,1080,2265,,
19,,Android_9,"青春,偶像,爱情",HONOR,1080,1920,,
19,,Windows,"纪实,生活,真人秀",,,,,
19,,,"家庭,爱情",Allwinner,,,,
19,,,"剧情,喜剧,爱情,家庭",Xiaomi,,,,
19,,,"青春,校园",SHARP,,,,
20,,,其他,samsung,1200,1894,,
20,,,其他,KONKA,,,,
20,,,"战争,剧情",apple,1792,828,,
20,de20979687608557a969d656cde9b05883ccdb561dd02b454c243f5c540c8b7f,Android_9,其他,vivo,1080,2267,,
20,,9,"爱情,都市,家庭",CVT,,,,
20,,,音乐,MStar,,,,
20,,,"古装,青春",apple,2360,1640,,
16,,,"爱情,都市,家庭",ChangHong,,,,
16,,,"剧情,都市",HiSTBAndroidV6,,,,
17,39AE06F92F1745F5BA517E6CF66276B3c348b28526e2083a8f96c8df6645d5a3,Android_13,其他,realme,1080,1113,,
17,E5D4D82F80314DE9814DF4715CB64F88efe62505affdee77399858bba6ca113a,android_11,"剧情,悬疑,谍战,年代",OPPO,1080,2290,,
17,,android_10,"剧情,喜剧,爱情,家庭",HUAWEI,1080,2265,,
17,,Android_12,其他,HUAWEI,1600,2006,,
17,,linux,"爱情,都市,家庭",SAMSUNG,,,,
18,,,"都市,剧情",Coocaa,,,,
18,,,"亲子,明星,真人秀,教育,芒果出品",apple,1170,2532,,
18,,9,"爱情,都市,家庭",xiaomi,,,,
18,,10,"爱情,都市,家庭",Skyworth,,,,
18,,,其他,Android,,,,
18,,,"芒果出品,悬疑,犯罪",OPPO,1360,720,,
18,,9,"警匪,爱情,悬疑,芒果出品",HONOR,,,,
19,,,"真人秀,教育",Android,,,,
19,a4998a0a56dd9033,Android_11,"都市,爱情,剧情",Xiaomi,2560,1564,,
19,,9,"都市,爱情",Xiaomi,,,,
19,7339CACAB4304B8F8F4887742E846E167d6958a7b1666179072f869a11b1c462,Android_12,"爱情,都市,家庭",OPPO,2293,1032,,
19,,Android_9,"剧情,喜剧,爱情,家庭",HONOR,1200,1836,,
19,,10,"战争,剧情",HONOR,,,,
19,,,"悬疑,芒果出品",Hisense,,,,
19,9cfd8ea885732567f34b5b77792b96d4856d8ee0c376bd2996587d342a77756c,Android_13,剧情,samsung,1080,2275,,
19,,,"古装,武侠,剧情,芒果出品",Android,,,,
19,,Android_10,剧情,HUAWEI,1080,2090,,
20,,10,其他,HUAWEI,,,,
20,,Android_10,"偶像,都市,爱情,青春",HUAWEI,1600,2006,,
20,,android_10,"芒果出品,真人秀,明星,搞笑",HUAWEI,1080,2211,,
20,,,其他,apple,2224,1668,,
20,,,"情感,旅游,真人秀,芒果出品",Xgimi,,,,
20,,,"爱情,都市,家庭",apple,1284,2778,,
20,,,"都市,剧情",apple,2436,1125,,
20,,Android_12,"都市,爱情,芒果出品",HONOR,1080,2298,,
16,C4BA85C8348646C5B82EE2E1A883C4ED45a734564ed01465f4f763bc2808e5a3,Android_11,"喜剧,爱情,芒果出品",OPPO,1080,1800,,
17,53EFFCFD83E346899159712E912167B62e145f4039a605528b8237e83e23caf1,Android_12,"悬疑,犯罪,芒果出品",realme,2304,1042,,
17,,,"战争,剧情",Android,,,,
17,,,"剧情,喜剧,芒果出品",Xiaomi,,,,
17,,Android_10,"爱情,言情,都市,芒果出品",HUAWEI,1080,2265,,
17,A9C1924C04614846A1EFEDE90B8FA5E3321bd025b1fb3cd3568129cec39f2d3c,Android_13,"真人秀,芒果出品",OPPO,2153,1080,,
17,,,"芒果出品,爱情,古装",Xiaodu,,,,
18,,9,"纪实,生活,真人秀",XGIMI,,,,
18,,,"古装,爱情,芒果出品",alps,,,,
18,,Windows,"年代,剧情",,,,,
18,,,"剧情,悬疑,谍战,年代",Xiaomi,,,,
18,,9,"爱情,都市,家庭",Hisense,,,,
18,,Android_9,"战争,剧情",HUAWEI,2199,1080,,
19,,9,"都市,家庭,芒果出品",Xiaomi,,,,
19,,Android_10,"芒果出品,网剧,都市,爱情,职场",HONOR,1080,2224,,
19,CE11727DD19442F9B108B5982C1405FFf986593e16f202b2db7bc100e564b489,android,"爱情,都市,家庭",OPPO,2285,1080,,
19,,,"偶像,都市,爱情,青春",Hisense,,,,
20,,,"芒果出品,网剧,都市,爱情",Skyworth,,,,
20,F0BA924E6DF44CB0A1E57D2339B11764f18c1e3bc92dceb02d8054ada4c373fa,Android_13,"都市,爱情,芒果出品",OPPO,1080,2153,,
20,,,"剧情,喜剧,爱情,家庭",alps,,,,
20,d0c085dc004729d07a91933c53c62f405e115918cb53aea800cb466d32dbbc65,Android_13,"真人秀,美食,明星",vivo,1080,1799,,
20,,,"芒果出品,悬疑,都市,言情",mstar,,,,
20,,,"青春,偶像,爱情",Android,,,,
20,,Windows,其他,,1920,1080,,
16,,,"年代,战争,抗战,剧情",Konka,,,,
16,71C131531D8B454ABEA8FD4528093433f7810a59da49cdafc79362c542de22c1,android,"剧情,喜剧,爱情,家庭",OPPO,1424,720,,
17,,9,"古装,武侠,剧情,芒果出品",HONOR,,,,
17,31F71923AD8344548AB63DA7C9F7B87A5d392fe299a63f2d6e55debb6017035b,Android_12,"明星,真人秀,音乐,芒果出品",OPPO,1080,2158,,
17,BA6C9D5631984A8EAE08924E3BEA5D04a7e73fa9cd11ac2cb77b1d8f155e4802,Android_12,"都市,爱情,芒果出品",OPPO,2172,1080,,
17,,,"警匪,爱情,悬疑,芒果出品",apple,2388,1668,,
18,,10,"真人秀,芒果出品",HUAWEI,,,,
18,,,"芒果出品,真人秀,明星,搞笑",Konka,,,,
18,,,"都市,爱情,芒果出品",Xgimi,,,,
18,DC16189D283B45C9AE4099CCE09F1E79b9d34cbd46e9dd62e7c0a8db247e3859,Android_12,"爱情,都市,家庭",realme,1080,2292,,
18,,,"爱情,剧情,喜剧,都市,家庭",apple,1170,2532,,
18,,9,"剧情,喜剧,爱情,家庭",TCL,,,,
19,,,剧情,apple,1170,2532,,
19,,9,"真人秀,美食",Skyworth,,,,
19,,linux,"古装,武侠,剧情,芒果出品",SAMSUNG,,,,
19,,,"芒果出品,悬疑,犯罪",vivo,,,,
19,,,"都市,职场",Sharp,,,,
19,,,"爱情,偶像",TMB,,,,
19,,,"剧情,爱情,古装",Xiaomi,,,,
19,,,"青春,偶像,校园",apple,828,1792,,
20,,,"爱情,都市,家庭",apple,2778,1284,,
20,,,"剧情,喜剧,爱情,家庭",Hisense,,,,
20,,9,"都市,爱情",skyworthbox,,,,
20,,9,"悬疑,犯罪,芒果出品",changhong,,,,
20,,9,"都市,爱情,芒果出品",PHILIPS,,,,
20,,,"芒果出品,青春,网剧,爱情,都市",Xiaomi,,,,
20,FAB3B7E6AF5D435F924A59275030FA455f867b5200e6565cf3abdaea74002138,Android_11,其他,OPPO,720,1544,,
20,eafe7fae29d326fc9ddbebfc54131d4fffe62fd87db2f41836002d0e8f7dc7f2,Android_11,"爱情,都市,家庭",vivo,1080,2320,,
20,,,"青春,偶像,爱情",apple,2532,1170,,
20,,,"音乐,芒果出品",Android,,,,
20,,Android_10,其他,HUAWEI,2313,1080,,
20,,9,其他,Fengmi,,,,
16,,,"战争,剧情",Xiaomi,,,,
17,,,"战争,剧情",Xiaomi,,,,
17,,,"真人秀,芒果出品",apple,1170,2532,,
17,,10,"都市,爱情",HUAWEI,,,,
17,,,"芒果出品,古装,爱情,玄幻,网剧",Xiaodu,,,,
17,4E01560928484CC9A4D49F8F7C2F92F238166be6f09c9086905f87b03738bda3,Android_11,其他,OPPO,2331,1080,,
17,,Android_10,其他,HONOR,720,1472,,
18,,10,"校园,青春,奇幻,喜剧,爱情",HUAWEI,,,,
18,,,"剧情,爱情,悬疑,犯罪",Letv,,,,
18,0abc8b5e0680baf949ad4a06cfcd1d9aa71432ea189073c0d612da7cc8219e33,Android_11,"文化,脱口秀,搞笑",vivo,1470,720,,
18,,Android_12,"音乐,芒果出品",HONOR,1080,2122,,
18,,,"宫廷,古装,爱情,剧情",apple,2048,1536,,
19,,,"都市,爱情",Xiaomi,,,,
19,,9,"爱情,都市,家庭",konka,,,,
19,,9,"音乐,芒果出品",XiaoAiTongXue,,,,
19,,,"明星,真人秀,音乐,芒果出品",apple,1792,828,,
19,,10,"青春,校园",Xiaodu,,,,
19,,,"古装,爱情",Skyworth,,,,
19,,9,其他,KONKA,,,,
19,,10,"古装,爱情,芒果出品",ChangHong,,,,
19,,,"都市,爱情,芒果出品",Mebox,,,,
20,,9,"年代,剧情",Xiaodu,,,,
20,,,音乐,MStar,,,,
20,,Windows,"真人秀,益智",,1536,864,,
20,,,其他,Skyworth,,,,
16,,,"青春,爱情",nemo,,,,
17,,,"爱情,剧情",Xiaomi,,,,
17,,,"爱情,言情,都市,芒果出品",Sony,,,,
17,,,"剧情,都市",MStar,,,,
17,,,"都市,爱情,芒果出品",MStar,,,,
17,,,"剧情,喜剧,芒果出品",apple,2048,1536,,
17,,9,"战争,剧情",XiaoAiTongXue,,,,
18,,,"剧情,喜剧,爱情,家庭",Xiaodu,,,,
18,E60AA71034EC4E96BCC5E1590552B7F3f3be3fa19a7c5c80ce09c5ba0d4d47f4,Android_13,"武侠,剧情",OPPO,1080,2173,,
18,,,"芒果出品,爱情,古装",Android,,,,
18,,,"古装,武侠,剧情,芒果出品",apple,1125,2436,,
18,,9,"剧情,犯罪",TCL,,,,
18,,,"剧情,喜剧,爱情,家庭",Xiaomi,,,,
18,,linux,其他,SAMSUNG,,,,
18,,,"悬疑,芒果出品",SHARP,,,,
18,,Android_10,"剧情,爱情,悬疑,犯罪",HONOR,1080,2137,,
19,,,"纪实,生活,真人秀",ChangHong,,,,
19,,,"都市,爱情,芒果出品",Skyworth,,,,
19,,,"青春,爱情",alps,,,,
19,,,其他,Xiaomi,,,,
19,,,"都市,爱情",OPPO,1080,1920,,
19,,,"都市,家庭,芒果出品",Android,,,,
19,3499d98571f6ef8a,Android_13,"都市,爱情",Redmi,1080,2276,,
19,,Android_10,其他,HUAWEI,1600,2006,,
19,,Mac,"真人秀,情感",,1440,900,,
19,,,"战争,剧情",apple,2532,1170,,
19,,,其他,apple,2532,1170,,
19,,Android_10,"明星,真人秀,芒果出品",HUAWEI,1920,1080,,
19,,,"都市,爱情",Xiaomi,,,,
19,,9,"都市,剧情",Fengmi,,,,
19,,Windows,"青春,校园",,,,,
20,,,"剧情,家庭",apple,1242,2208,,
20,,linux,"剧情,犯罪",SAMSUNG,,,,
20,A9A3683985BF406BBBAFFB58553393A04d7ae79e1f237c495658325eb75518f0,Android_11,音乐,OPPO,720,1456,,
20,,Android_12,"仙侠,古装,爱情",HUAWEI,2499,1200,,
20,,,"文化,脱口秀,搞笑",rockchip,,,,
20,,,"宫廷,古装,言情,芒果出品",SHARP,,,,
20,,Android_11,"真人秀,美食,明星",HONOR,1552,720,,
20,,,"剧情,都市",Xiaomi,,,,
20,,,"年代,战争,抗战,剧情",Xiaomi,,,,
20,,,其他,Allwinner,,,,
17,,,"都市,爱情",Konka,,,,
17,,,"战争,剧情",Huawei,,,,
17,B1C420F0F1224272842A76F1CFEEBBB69bf01cdc9657159b63b139df42aff658,Android_11,"音乐,竞技",realme,2290,1080,,
17,,10,其他,Sony,,,,
17,,,"剧情,都市",Skyworth,,,,
17,,,"都市,爱情,芒果出品",MStar,,,,
17,AAC5CBDC1550404380CADC50D6C4D6E06a89a5f405a0924cad449360952f7241,Android_12,其他,OPPO,720,1448,,
18,,,"青春,校园",Coocaa,,,,
18,,,"都市,爱情,芒果出品",haier,,,,
18,,,"都市,爱情,芒果出品",MBX,,,,
18,,9,"古装,悬疑,爱情",TCL,,,,
18,,,"文化,脱口秀,搞笑",apple,2388,1668,,
18,,,"真人秀,芒果出品",ChangHong,,,,
18,,10,"剧情,爱情,芒果出品",HUAWEI,,,,
19,,9,"剧情,爱情,悬疑,犯罪",Xiaomi,,,,
19,,,其他,Hisense,,,,
19,,Android_12,其他,HONOR,2289,1080,,
19,,,"都市,职场",Xiaomi,,,,
19,,,"文化,脱口秀,搞笑",Android,,,,
19,,Android_11,"纪实,生活,真人秀",HONOR,2175,1080,,
19,,Windows,"真人秀,益智,芒果出品",,,,,
19,,11,"纪实,生活,真人秀",TCL,,,,
19,,9,"芒果出品,网剧,都市,爱情",Renesas,,,,
20,fdc6f6e11c7ef062a4d8d682fe2b4156563427cd4942c8df6d62bcca037377d7,Android_10,"益智,真人秀,搞笑,芒果出品",vivo,1080,2184,,
20,,Android_10,"都市,爱情",HUAWEI,2000,1200,,
20,,,"爱情,都市,家庭",Android,,,,
20,084C9DB4F4984B6FB5A46AAAC89C0D149536eeaa30efcf1329e8990c158b678b,Android_11,"芒果出品,爱情,古装",OPPO,720,1440,,
20,,Android_10,"都市,家庭,芒果出品",HUAWEI,1080,2211,,
20,,,"剧情,犯罪",Android,,,,
20,,,"古装,爱情",apple,1792,828,,
16,,9,"剧情,爱情,芒果出品,都市",Xiaomi,,,,
17,,,"文化,脱口秀,搞笑",vivo,1080,1920,,
17,,Android_10,"都市,家庭,芒果出品",HUAWEI,1176,2328,,
17,,,"真人秀,芒果出品",apple,1170,2532,,
17,,,其他,ChangHong,,,,
18,,,"青春,都市,爱情",MStar,,,,
18,,9,"真人秀,美食,明星",PHILIPS,,,,
18,,,"古装,爱情,悬疑,芒果出品",Hisense,,,,
18,,,其他,apple,1170,2532,,
18,3D347932CCFF49148F48CB7F80504ED2cbf011e61ec440b9b04c975788009542,Android_9,其他,OPPO,1080,2260,,
18,,,其他,apple,2048,1536,,
18,e9d7b7fc27074e8c2f021ddf761d2bbf7863ef6ea9ee5b0b151491255630435a,Android_11,其他,vivo,1080,2283,,
18,,,"真人秀,教育",Android,,,,
18,E20D0D37E36B45F791A9B589A72E5003e28d5f77763a8d1a65fcaeeaf1b7420c,Android_11,"悬疑,芒果出品",realme,1080,2264,,
19,,,"年代,剧情",Skyworth,,,,
19,,,"年代,战争,抗战,剧情",Android,,,,
19,,,"战争,剧情",Sony,,,,
19,,,"古装,武侠,剧情,芒果出品",Xiaodu,,,,
19,,,"爱情,都市,家庭",rockchip,,,,
19,,,"剧情,爱情,芒果出品,都市",YUNOS,,,,
19,,,"爱情,剧情",Xiaomi,,,,
19,A589C0C8B4D645C08CCF7563AE7CD81F7513aa478f2b4f1319d29c411ac9ab14,,其他,OPPO,720,1520,,
19,,Android_12,其他,HUAWEI,1600,2006,,
20,,,"宫廷,古装,爱情,剧情",Allwinner,,,,
20,,Android_12,"文化,脱口秀,搞笑",HONOR,1080,2173,,
20,,,"仙侠,古装,爱情",Allwinner,,,,
20,,9,年代,hisense,,,,
20,,,"剧情,喜剧,爱情,家庭",apple,750,1334,,
20,,,"古装,青春",Xiaomi,,,,
20,,Android_10,"悬疑,芒果出品",HUAWEI,1080,2282,,
20,,,"益智,真人秀,搞笑,芒果出品",Xiaodu,,,,
20,,,"纪实,生活,真人秀",apple,1170,2532,,
