hour,oaid,os,item_names,brand,sw,sh,,
7,00f6994779b4227d,Android_13,"剧情,悬疑,谍战,年代",Xiaomi,1440,3022,,
8,,,"真人秀,芒果出品",Xiaodu,,,,
8,,9,"剧情,悬疑,谍战,年代",Xiaodu,,,,
9,,,"爱情,都市,家庭",HONOR,1080,2137,,
21,6D8ED011824F4095B228E397868558FA82cb75faf319be453733273a67f1b167,Android_11,"爱情,都市,职场,芒果出品",OPPO,1080,2304,,
21,,,"爱情,都市,家庭",Xiaomi,,,,
21,,,"都市,职场",apple,2048,1536,,
21,125975e67518b00e3514885b0d9e5370f9694564d8c3116f4fc0b64de188a22a,android_11,"芒果出品,武侠,古装",vivo,2319,1080,,
21,,,"真人秀,芒果出品",Xiaomi,,,,
21,,Android_10,"爱情,奇幻",HUAWEI,1600,2006,,
21,,9,"剧情,喜剧,爱情,家庭",KONKA,,,,
22,,,"文化,脱口秀,搞笑",Xgimi,,,,
22,07B0A1F345114E82B21950214EA1463Ce051761de5e96e2ab8f0a503587c3c63,Android_12,"古装,青春",OPPO,1548,688,,
22,,,"纪实,生活,真人秀",Xiaomi,,,,
22,,,"剧情,喜剧,爱情,家庭",apple,2388,1668,,
23,,Android_12,"真人秀,竞技",HUAWEI,2309,1088,,
4,,,"悬疑,芒果出品",Android,,,,
5,,,"亲子,明星,真人秀,教育,芒果出品",Letv,,,,
6,,,其他,Xiaodu,,,,
7,,,"悬疑,芒果出品",10moons,,,,
8,,9,"音乐,芒果出品",Xiaomi,,,,
8,,,"爱情,都市,家庭",Xiaodu,,,,
8,,,"古装,爱情,芒果出品",apple,1170,2532,,
9,,,"都市,芒果出品,剧情",Xiaomi,,,,
21,,,其他,Xiaomi,,,,
21,1b035a6a3fe708d4,Android_11,"古装,爱情,芒果出品",Redmi,1080,2139,,
21,,Android_12,"宫廷,古装,爱情,剧情",HONOR,1080,2184,,
21,,,"爱情,都市,家庭",Hisense,,,,
21,,,其他,TCL,,,,
21,,Windows,"真人秀,益智",,1920,1080,,
21,,android_9,"爱情,都市,家庭",OPPO,720,1456,,
22,062978e095c134af,Android_10,"都市,爱情,剧情",Xiaomi,1080,2120,,
23,,,其他,HUAWEI,1080,1830,,
0,,,"芒果出品,爱情,古装",apple,828,1792,,
0,,Android_12,"亲子,明星,真人秀,教育,芒果出品",HUAWEI,1600,2006,,
3,d16b72674f3e4efb61bd78e636dad94391c6df7f3eaa01a859a90a59798b5dd7,Android_13,其他,vivo,1260,2696,,
8,,,"爱情,言情,都市,芒果出品",Xiaodu,,,,
8,,,"悬疑,犯罪,芒果出品",apple,2532,1170,,
8,,9,"爱情,都市,家庭",AOC,,,,
9,,,"古装,武侠,剧情,芒果出品",Coocaa,,,,
21,904f1abf738ce54fcf87c85e3a82fcdb69838dfddf7acdd485e9fa2602c10ea9,Android_11,其他,vivo,2283,1080,,
21,,,"都市,爱情",apple,750,1334,,
21,,,"爱情,都市",Allwinner,,,,
21,D131011F5CA24DAA9E744196CAF119B3e8058cf66c297bd39f2ec364613217b2,Android_12,"战争,剧情",OPPO,1080,2302,,
21,,,剧情,apple,1792,828,,
21,,9,"都市,爱情",Xiaomi,,,,
22,,,其他,apple,1170,2532,,
22,,,"剧情,悬疑,谍战,年代",MStar,,,,
22,,,"芒果出品,悬疑,犯罪",apple,2048,1536,,
23,,,"战争,剧情",Xiaomi,,,,
23,,,"真人秀,益智",Skyworth,,,,
23,,,其他,apple,2160,1620,,
23,,Android_12,"剧情,爱情,都市,芒果出品",HUAWEI,1080,2304,,
23,,,"亲子,明星,真人秀,教育,芒果出品",apple,1792,828,,
0,,Android_10,"爱情,悬疑,犯罪",HONOR,1080,2313,,
0,,,"古装,爱情,悬疑,芒果出品",apple,1170,2532,,
0,,,剧情,alps,,,,
0,,Android_12,"亲子,芒果出品,真人秀",HONOR,1080,2298,,
0,,Android_12,"爱情,偶像",HUAWEI,1600,2006,,
2,,9,"芒果出品,网剧,都市,爱情",Xiaomi,,,,
5,,Android_10,"爱情,都市,家庭",HUAWEI,1344,2646,,
6,,,其他,Android,,,,
7,,,"音乐,芒果出品",,,,,
7,,,"偶像,喜剧,爱情,古装,芒果出品",apple,1792,828,,
8,EDD8CDE72FE24AA1AE0474C5560003864a351a31ba19ab266933051636126aa3,Android_11,"都市,爱情",OPPO,1080,2208,,
21,,,"益智,真人秀,搞笑,芒果出品",ChangHong,,,,
21,4723DC3BC80B4429A108A856516692F7b833a925a632847ce57ec7a502a3bdae,,"都市,爱情",OPPO,1424,720,,
21,,,"剧情,都市,芒果出品",apple,2208,1242,,
21,,,"亲子,明星,真人秀,教育,芒果出品",Android,,,,
22,,Windows,"科幻,爱情",,,,,
22,,,其他,apple,828,1792,,
23,e983b445ab803df0bda282c91612a4dab9100666ff9347b7798d5cf0978a340f,Android_11,其他,vivo,1080,2288,,
0,,9,"战争,剧情",Xiaomi,,,,
0,,,"战争,剧情",apple,2360,1640,,
2,36B0A450BC15406095CDD0CD56B3439Ff035d236ce690f629450b4006ac21ffd,Android_10,"芒果出品,爱情,古装",OPPO,1080,2264,,
5,,,"剧情,犯罪",SHARP,,,,
6,04318A9028814350BC6FEB6AAE08FC3763d01b7fc0630d51b80e6a4b58a6f3d7,Android_13,其他,OnePlus,1440,3088,,
7,,10,"青春,偶像,芒果出品",HONOR,,,,
8,,,"剧情,喜剧,爱情,家庭",Coocaa,,,,
21,,,"剧情,悬疑,谍战,年代",apple,1170,2532,,
21,,Android_12,"都市,爱情",HONOR,2316,1080,,
21,,,"爱情,都市,家庭",apple,1242,2688,,
21,7c775215a4f5117b4f56df126caa529731ea7ae1aeae628182cc5f4c7aee7d61,Android_10,"益智,真人秀,搞笑,芒果出品",vivo,1080,2324,,
21,,,其他,360,1080,2016,,
21,,Android_10,"芒果出品,真人秀,明星,搞笑",HUAWEI,1344,2646,,
21,,,"爱情,都市,家庭",ChangHong,,,,
22,36AAEF578B0D466783802575BF8C3213591b0f06415e6c14b0ebf8f14ba76425,Android_9,"都市,爱情,芒果出品",OPPO,1080,2260,,
22,,,"古装,爱情,芒果出品",apple,1170,2532,,
22,,Android_10,"益智,真人秀,搞笑,芒果出品",HONOR,1552,720,,
22,730ec1b6114210e1,Android_11,"青春,爱情",Redmi,1080,2276,,
23,,,"真人秀,美食",apple,2388,1668,,
23,,Android_12,其他,HUAWEI,1080,2214,,
0,,,"明星,真人秀,芒果出品",Skyworth,,,,
0,,,"纪实,生活,真人秀",HiSTBAndroidV5,,,,
1,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",PHILIPS,,,,
1,,,"剧情,悬疑,谍战,年代",apple,828,1792,,
1,,,其他,Xiaomi,,,,
6,,,其他,SHARP,,,,
6,,Android_12,"都市,芒果出品,剧情",HUAWEI,1080,2214,,
7,,linux,"都市,爱情,芒果出品",SAMSUNG,,,,
8,e41862e34f8be63e,Android_12,"剧情,喜剧,爱情,家庭",Redmi,2322,1038,,
9,,,"爱情,都市",apple,1170,2532,,
9,,,其他,Sony,,,,
21,1F9A4C9276824689B1788869E849ECE6ae262195614e1dbf12050f84eee1aec4,Android_12,"都市,芒果出品,剧情",OPPO,1080,2242,,
21,,,"芒果出品,爱情,古装",MStar,,,,
21,,,"剧情,喜剧,芒果出品",ChangHong,,,,
21,dd960af6a9bfd3b5ada1f09c21742c8a08ee3e4eac56db52b3feaf760d7edfcb,Android_13,"剧情,都市",vivo,1080,2185,,
22,,,"都市,爱情,芒果出品",apple,1170,2532,,
22,,Android_10,剧情,HUAWEI,1080,2049,,
22,9dc936f4bb717bcf,Android_11,"青春,校园",Xiaomi,1600,2524,,
22,,9,"芒果出品,青春,网剧,爱情,偶像",XGIMI,,,,
23,1753b5ad09fa1306,Android_10,其他,Redmi,1080,2162,,
0,,Android_10,"剧情,犯罪",HONOR,1080,2232,,
0,,,"都市,爱情,剧情",apple,1792,828,,
0,4d6b9f3a2a72b1c4,Android_12,"剧情,古装,爱情",Redmi,2306,1036,,
1,,Windows,"都市,爱情,剧情",,1920,1080,,
1,,,其他,apple,2360,1640,,
2,,,"芒果出品,真人秀,明星,搞笑",apple,828,1792,,
3,,Android_11,"都市,校园,家庭",HONOR,2538,1200,,
4,,,其他,Xgimi,,,,
6,,,"家庭,喜剧,青春",apple,2048,1536,,
7,,,"爱情,都市,家庭",HiSTBAndroidV5,,,,
7,,Android_10,"文化,脱口秀,搞笑",HONOR,1080,2232,,
8,,,"剧情,爱情,芒果出品,都市",Hisense,,,,
8,,,其他,apple,1792,828,,
8,,,"校园,青春,偶像,爱情",Xiaomi,,,,
9,A37595AB4A274A5F91D204B2A0E4FF28feee07d6629c6cd4155f8e11df128f3c,Android_11,"纪实,生活,真人秀",realme,720,1448,,
21,e4a71b3be9ea088e,Android_12,"情感,旅游,真人秀,芒果出品",Redmi,2244,1080,,
21,,,"真人秀,芒果出品",Xiaomi,,,,
21,,9,其他,Toshiba,,,,
21,,9,其他,Xiaomi,,,,
21,,,"都市,剧情,爱情",apple,2048,1536,,
22,,,"剧情,喜剧,爱情,家庭",apple,1125,2436,,
22,,,"音乐,竞技",apple,1170,2532,,
22,,,"仙侠,古装,爱情",apple,2778,1284,,
23,E35DC9A770284D4BB4001F4031CBAB7C1d2e3d6b71c3a42b5de2e299b4bf7f66,Android_13,"都市,爱情,剧情",OPPO,1548,688,,
0,13cd07b444ad5dd367b16bed7e342e40d763177e67a3bcb79501622a6fa2b99c,ANDROID_11,"爱情,都市",vivo,1470,720,,
0,,Mac,其他,,,,,
1,27914E7158F84DDE8C4ABC16189EFC1A6e681d83e59406c9ca5afa8ac1adfc42,android_11,"剧情,都市",OPPO,1080,2153,,
2,,,"都市,爱情",apple,1170,2532,,
2,6C08B7CA50B742E69468E39BB60D3FD71f9adf19694444ec1ae3b825a309a5d4,Android_13,"纪实,生活,真人秀",OnePlus,1080,2268,,
6,,,剧情,apple,1170,2532,,
7,112ca221f2c1d3fa,Android_12,"剧情,犯罪",Redmi,1080,2111,,
8,8FE863487E6447398FB30D6F73885B1C1fd0618a458d75dcda97331556b2efbe,Android_13,"爱情,都市,家庭",OPPO,1080,2293,,
8,,,"剧情,喜剧,爱情,家庭",apple,1290,2796,,
8,,,"剧情,喜剧,爱情,家庭",Huawei,,,,
8,A6C9883E3F04441691E5E03B9F6AD23Ecc385aec6702e998bb7fef77382505b8,,"战争,剧情",OPPO,1080,1920,,
21,36ef70a4c2576479,Android_10,"真人秀,益智",Redmi,720,1449,,
21,3FE6A23666B84FD8A305D38EF5A0B8C646ef0e51f51ca47b6b26b267d2c4d9ac,Android_11,"青春,校园",OPPO,2340,1080,,
21,,,"爱情,都市,家庭",Android,,,,
21,,Android_12,"都市,爱情",HONOR,1080,2277,,
21,C311AA6098FF462DAF55A8F79F29755F3ab033096a4472b8b5a7e34967f550c1,Android_12,其他,OPPO,1080,2285,,
21,,Android_11,"年代,剧情",HONOR,1080,2298,,
21,,android_9,"悬疑,犯罪,芒果出品",xiaomi,1080,2130,,
21,,,其他,apple,2048,1536,,
22,,,"文化,脱口秀,搞笑",apple,2160,1620,,
22,,Android_11,"剧情,喜剧,爱情,家庭",NZONE,1473,720,,
22,3128E1E951C8461D9FF08E11948023ECc571a4c8bde9183fe7180bbcd541671c,Android_13,"剧情,家庭",OPPO,2282,1032,,
23,,,"明星,真人秀,音乐,芒果出品",apple,828,1792,,
23,9B62C6F7449D42A99968518A7A7A9FA96261701f5aef37c705141a13cb93edfa,Android_11,"剧情,喜剧,爱情,家庭",OPPO,720,1544,,
0,,Android_10,"爱情,都市,家庭",HUAWEI,1080,2211,,
0,8B9F6199ED984428AABAA94EEA510F0A225404b5c4416fd44021111fdd2f2ae1,Android_11,"爱情,都市",OPPO,720,1544,,
0,,,"芒果出品,真人秀,明星,搞笑",Skyworth,,,,
1,,9,"剧情,爱情,芒果出品,都市",xiaomi,,,,
1,,,"宫廷,古装,爱情,剧情",Android,,,,
1,10b3abab6e139089,Android_12,"剧情,喜剧,芒果出品",Redmi,1080,2260,,
3,,,"真人秀,芒果出品",apple,1284,2778,,
3,,Android_10,其他,HUAWEI,2173,1080,,
4,715d1fbe92559b59e9fcdba332e3a8461b4e93e4173f46067bb0b4a8ce23fb4b,Android_10,"真人秀,美食",vivo,1080,2241,,
4,,,"剧情,爱情,古装",Hisense,,,,
5,,,"爱情,偶像",apple,2436,1125,,
6,,,"真人秀,芒果出品",Sony,,,,
8,,Android_10,"益智,真人秀,搞笑,芒果出品",HONOR,2277,1080,,
21,,,"文化,脱口秀,搞笑",apple,2048,1536,,
21,,,"剧情,爱情,芒果出品,都市",apple,1242,2688,,
21,,9,"家庭,喜剧,青春",HONOR,,,,
21,,,"纪实,生活,真人秀",apple,1284,2778,,
21,,,"都市,职场",apple,2388,1668,,
22,,,"战争,剧情",apple,1170,2532,,
22,,Android_10,"都市,爱情,剧情",HONOR,2259,1080,,
22,,,"都市,爱情,芒果出品",ChangHong,,,,
22,,Mac,"都市,爱情,剧情",,834,1194,,
22,0613d22648ae150af677b18e0b78122bceee146907eb3a26edaa04ad936820f1,Android_11,"芒果出品,爱情,古装",vivo,1080,2193,,
22,,9,"都市,爱情,芒果出品",hisense,,,,
22,,,"芒果出品,青春,网剧,爱情,都市",Xiaomi,,,,
23,B336ECBD2EBF411EB59587DF2379A37069eca2545d9792c77d776c80efd23c61,Android_11,"剧情,爱情,芒果出品,都市",OPPO,1080,2234,,
23,,,"战争,剧情",apple,2688,1242,,
0,,Windows,"亲子,明星,真人秀,教育,芒果出品",,1920,1080,,
1,29fce9b7e1b393dd5576ae1d39e07437f769f83fe58be07884183688408a2cd7,Android_12,"真人秀,益智",samsung,1080,2327,,
3,,android_10,"剧情,喜剧,爱情,家庭",HUAWEI,720,1472,,
4,,,其他,apple,828,1792,,
5,5970302b73dd614b9987cdb510619bfd15325f94e0e02c497d64bc35b641ec7f,Android_10,"都市,爱情,芒果出品",vivo,1080,2324,,
6,,9,剧情,Xiaomi,,,,
7,93269809892C475C8ADC26F6B995B4F923a5b3d8ab55ee306dc28f0233dea8ab,Android_10,"明星,真人秀,芒果出品",OPPO,2340,1080,,
7,440B3664AC8440A7AB01D7E2E551A5AF67e7c482baddefaf90be540f7e10f7a5,Android_12,"剧情,喜剧,爱情,家庭",realme,2160,1080,,
8,931bdeb33cc93298c6dbe1ce4bbf78da9df5e358498a298b15d4ff39b63da9a9,Android_10,"都市,爱情,剧情",vivo,2216,1080,,
8,,Android_10,"爱情,都市",HONOR,1080,2208,,
21,,,"爱情,都市,家庭",apple,1792,828,,
21,334d1cc3a23fc7e3c502630c166755c9a032d8c807e6e7635205c124af7c11ec,Android_13,"益智,真人秀,搞笑,芒果出品",vivo,1080,2313,,
21,BE868A0294C542EF97563E21D37BC1549a4a95aa03e436e5b05beded4f51ceec,Android_12,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2240,,
21,511e5f85e31260df,Android_11,"悬疑,犯罪,芒果出品",Redmi,1080,2356,,
21,,,"都市,爱情,芒果出品",Xiaomi,,,,
21,F20C9128EBFE473BAE20DCD97B7C204E629ea4a0ffcab6fc7cc057b6549224e2,Android_12,"剧情,都市",OPPO,720,1448,,
22,,,"爱情,都市",apple,2360,1640,,
22,,,"都市,爱情,芒果出品",Android,,,,
22,,,"战争,剧情",apple,2160,1620,,
23,,,"芒果出品,真人秀,明星,搞笑",apple,2048,1536,,
23,49997e701867e7f533141068f6260c0af2bf9b9cba4bdfb7072d003a6d9107d5,Android_13,"战争,剧情",vivo,1080,2194,,
23,,,其他,apple,1170,2532,,
23,,Mac,"真人秀,益智,芒果出品",,810,1080,,
1,,,"爱情,都市,家庭",apple,1792,828,,
1,,,其他,MediaTek,,,,
3,,Android_10,"真人秀,美食",HUAWEI,1080,2265,,
6,,,其他,SHARP,,,,
7,07D8D4D3FC684ECDAA89B2398F771B3E44e743e898f563e873ae73faf0d1d0db,,"都市,爱情,芒果出品",OPPO,1080,2160,,
7,,,"情感,旅游,真人秀,芒果出品",apple,1170,2532,,
8,,,"真人秀,芒果出品",Xiaomi,,,,
8,,Android_12,剧情,HUAWEI,1152,2268,,
8,,,"剧情,犯罪",Xiaomi,,,,
21,,,其他,apple,2388,1668,,
21,,,"战争,剧情",Android,,,,
21,64BE1D1676554B50B6F7B3C2DB891430ca15e50423cc3e652384a45231b4289e,Android_13,"爱情,都市,家庭",realme,2293,1080,,
21,,10,"都市,爱情",HUAWEI,,,,
21,,,其他,apple,1284,2778,,
21,,9,"都市,爱情,芒果出品",Skyworth,,,,
22,4F569B70F7884033948C961E89AAD6269db521a4c1248b18684a02c078167ffa,android,其他,OPPO,1080,2158,,
22,,,"都市,职场",apple,1170,2532,,
22,CDEE7F4BA8BD4CB28E5682996FFB0DC88893bc8d30e8f16aef7cf36e93947e06,Android_12,"仙侠,古装,爱情",OPPO,1080,2245,,
22,,,"剧情,喜剧,爱情,家庭",apple,1170,2532,,
22,,Android_11,"都市,剧情",HONOR,1080,2238,,
22,1518BDAD5E6C4C54BE170BF469AD26EA1acd667c0bb02db7b9527b5660d546db,Android_13,其他,OPPO,720,1516,,
23,ce91a487d6527138,Android_11,"芒果出品,校园,网剧,青春,偶像,爱情",Redmi,2111,1080,,
23,,,其他,apple,2532,1170,,
23,D4FAEB547C744BDE89DFAE8E8DE9FF197f8b550be2ee13e2a0e5428d0044c6be,Android_13,"爱情,都市,家庭",OPPO,1080,2252,,
23,65118AA0C4E14EAC8D73B799468DF3F7201e41eba74f1b1b73804c7465586fef,Android_11,其他,OPPO,1080,2242,,
23,,Android_9,"都市,剧情",HUAWEI,1080,1920,,
23,,,"都市,爱情,剧情",apple,1170,2532,,
23,0ac939e4628217d4,Android_11,其他,Xiaomi,1080,2296,,
0,d5bf01bf0e4dd616247a6a0d287dc9b94e7b23509945a96f4fdd7ef398c33e94,Android_12,"爱情,都市,家庭",vivo,2318,1080,,
2,13911596D412436188BB39BD4C923B16a27d94cce93974413c94752c50dc7813,Android_12,"爱情,都市,职场,芒果出品",OPPO,720,1448,,
2,,,"战争,剧情",Allwinner,,,,
6,,,"剧情,悬疑,谍战,年代",Skyworth,,,,
7,,,"爱情,都市",alibaba,,,,
7,,,"都市,剧情",Hisense,,,,
7,641530c0ce9e087a,Android_10,"古装,爱情,芒果出品",Redmi,1080,2265,,
8,29245fad962f13c8d8c0a0cf9ff77128402e1e2f50826a6c8497a9a0a4cd8238,Android_12,其他,vivo,1080,2308,,
9,,9,"战争,剧情",Hisense,,,,
21,,,"纪实,生活,真人秀",Android,,,,
21,,,"芒果出品,爱情,网剧,奇幻,古装",Android,,,,
21,,,"剧情,喜剧,爱情,家庭",apple,2160,1620,,
21,E746FD5A20484558AC8E25DBA38F583E9c449a1ea360e6c4c9c8ddc623405044,Android_11,"爱情,都市,职场,芒果出品",OPPO,1080,2153,,
21,,,"爱情,都市,家庭",apple,2160,1620,,
21,5CB90730038A42D586D08A25AA8CF780b42d480ddc6230651c252d5d2f4f03a0,Android_12,"都市,爱情,芒果出品",OPPO,1080,2239,,
21,,,"青春,偶像,爱情",apple,2266,1488,,
21,C115F06E25EA49FC9E75FD4AD92838AC6bbf85d16364ac91b43dbf09e2859cb4,Android_11,"爱情,剧情",realme,720,1448,,
21,,Android_10,其他,HUAWEI,2163,1080,,
22,a54886b89d56f64c,Android_10,"都市,爱情",Redmi,1080,2218,,
22,A93A739BF8B14193BD919540F78AF547e2f9ecbd5e8184a5db510dbb5fa934fd,,"家庭,爱情",OPPO,720,1424,,
22,,,"战争,剧情",apple,1170,2532,,
22,,10,其他,HUAWEI,,,,
23,,Android_13,"纪实,生活,真人秀",HONOR,1148,2377,,
0,,Mac,"爱情,都市,家庭",,,,,
0,48FC5DEDD78546298CD81FF409153D6D42129758763e2d6638cb8d92e23c943a,Android_13,"仙侠,古装,爱情",OPPO,1080,2237,,
0,,,"都市,爱情,剧情",apple,2048,1536,,
0,95c63b11b5f0f5c02c3cc95e0eb4b13db0c8d2e7f1c136d5382d10d14a525bfa,Android_13,"战争,剧情",vivo,2194,1080,,
1,,Windows,"都市,剧情",,,,,
2,,,"剧情,喜剧,爱情,家庭",apple,2048,1536,,
3,,,"古装,武侠,剧情,芒果出品",SHARP,,,,
4,,linux,其他,SAMSUNG,,,,
4,,,其他,Xiaomi,,,,
5,,9,其他,Xiaodu,,,,
6,,,"年代,剧情",Xiaomi,,,,
7,,Android_10,其他,HUAWEI,1133,2348,,
9,,9,"战争,剧情",xiaomi,,,,
9,,,"纪实,生活,真人秀",apple,1125,2436,,
21,,,其他,apple,2048,1536,,
21,,,"真人秀,益智",Xiaodu,,,,
21,,9,剧情,Xiaomi,,,,
22,,Android_10,"纪实,生活,真人秀",HONOR,1080,2224,,
22,4c01a8883297c8e08a21cedf131a53c857f42bcb4a46616e5d63833583bd8745,Android_10,"都市,芒果出品,剧情",vivo,2152,1080,,
22,,,其他,MStar,,,,
23,7B8756D44C3D4AB4893B2F265EA7F13Dbdab006cfa02f35eb6b407db887b8249,Android_9,"爱情,剧情",OPPO,1080,2128,,
2,,,"剧情,喜剧,爱情,家庭",apple,1125,2436,,
3,,,"都市,爱情",apple,1170,2532,,
6,,,"都市,剧情",Xiaomi,,,,
6,17108209AB5A4644A11A247A870DDA55d32eb689531cc3f94eab03876a5921d1,Android_11,"都市,爱情",OPPO,1080,2340,,
7,,Android_9,"都市,爱情,芒果出品",OPPO,720,1544,,
7,,,"战争,剧情",Xiaomi,,,,
7,,,"古装,悬疑,爱情",970x,,,,
8,,,"都市,剧情,爱情",apple,2048,1536,,
8,,,"真人秀,芒果出品",Skyworth,,,,
8,,,其他,apple,2208,1242,,
21,,,其他,Xiaomi,,,,
21,,10,"爱情,都市,家庭",HUAWEI,,,,
21,,,"爱情,都市",Sony,,,,
21,,,"都市,爱情,剧情",,1024,768,,
22,BD286F6F3837400B808BB42D8CCCC26734901ac27710dcc518a03107dabd8669,Android_12,"青春,偶像,爱情",OPPO,720,1460,,
23,,,"都市,爱情,剧情",apple,1792,828,,
23,8E53C13876C247C2BCE6643187EECD9169712d1e7ddde29761907bc4cf2d69be,Android_10,"都市,芒果出品,剧情",OPPO,2068,1080,,
23,,Android_10,"警匪,悬疑,都市",HUAWEI,2268,1104,,
23,,Android_11,其他,HUAWEI,1080,2125,,
0,,,"爱情,言情,都市,芒果出品",honor,,,,
0,,,其他,PPTV,,,,
0,987565d4b3b105bd,Android_10,"爱情,奇幻",Redmi,1080,2287,,
2,,,"剧情,家庭",pptv,,,,
2,10D1C61421D74D22A25248D6566887FBab7bf80bcf0cd0160f9dcb0f9b994270,Android_10,"都市,爱情,芒果出品",OPPO,720,1544,,
3,,,"真人秀,美食",skyworthbox,,,,
4,,,"剧情,家庭",apple,1125,2436,,
6,,,"益智,真人秀,搞笑,芒果出品",apple,1170,2532,,
7,,,"益智,芒果出品",apple,828,1792,,
7,,Windows,"剧情,爱情,芒果出品,都市",,,,,
8,68F6AA9E3891486DBEA9521E29918157d08715952dc1014794713ec41b3b962f,Android_13,"都市,爱情,芒果出品",OPPO,2305,1080,,
8,,,其他,Xiaomi,,,,
21,,10,其他,HUAWEI,,,,
21,05377092b5b1b51ee3557b951d622efa647f8a0d4f0f169b38e19812b7cb5b6c,Android_13,"爱情,都市,家庭",samsung,2140,1080,,
21,,,"爱情,都市,芒果出品",apple,1170,2532,,
21,681d332f9b66a2bef60dbeeb6540121027f5ce573ed2d476fa53d1908d016d60,Android_10,其他,vivo,1080,2342,,
22,,,"剧情,喜剧,芒果出品",apple,828,1792,,
22,,Android_12,"爱情,都市,家庭",HUAWEI,2259,1080,,
22,,Android_10,"悬疑,芒果出品",HUAWEI,1080,2139,,
23,,,"都市,爱情,芒果出品",apple,2048,1536,,
1,,android_10,其他,HUAWEI,1080,2232,,
1,,,"真人秀,芒果出品",Xiaomi,,,,
5,,,"家庭,喜剧,青春",Xiaomi,,,,
6,,,"都市,爱情,芒果出品",Xiaodu,,,,
7,,,"悬疑,犯罪,芒果出品",apple,2048,1536,,
8,,,"爱情,都市",apple,1170,2532,,
8,,Windows,"爱情,都市,家庭",,,,,
9,,,其他,HiDPT,,,,
21,3B34212867994313873DDB316C7F4C5Fa07fb103bfb14b9e45692268b91fbfdd,Android_12,"偶像,都市,爱情,青春",OPPO,1080,2153,,
21,044C586241CB48A68E4B023834CF1DF249c9bad2ece071187e767973775a3549,Android_9,其他,OPPO,1544,720,,
21,41c10c21ed657d89,Android_9,"爱情,奇幻",xiaomi,2030,1080,,
21,,,"都市,爱情,芒果出品",PERFECT_SKY,,,,
21,,,"爱情,都市,家庭",MStar,,,,
22,,Android_12,"都市,爱情,剧情",HONOR,2238,1080,,
22,,Android_10,其他,HUAWEI,1200,2000,,
22,7A2F2A08A5A74EE08439E32E341FFACB15c1a16de7bad9a540846f5e08627a5d,Android_13,"剧情,爱情,芒果出品",OPPO,1080,2302,,
22,,,"剧情,喜剧,爱情,家庭",apple,2688,1242,,
22,,,年代,apple,2048,1536,,
22,,,"战争,剧情",apple,2160,1620,,
23,,Android_9,"剧情,喜剧,爱情,家庭",HUAWEI,1080,1920,,
23,490709F339BB4BA8A1EC560E51A36A8866f14eb3c775448b54df763bbec45c34,Android_11,"爱情,言情,都市,芒果出品",OPPO,720,1528,,
0,,,"剧情,爱情,芒果出品",apple,2688,1242,,
0,,,"芒果出品,校园,网剧,青春,偶像,爱情",apple,1284,2778,,
1,,,其他,apple,1792,828,,
2,,,"芒果出品,爱情,古装",Xiaomi,,,,
2,,Windows,"青春,校园",,,,,
2,,,"剧情,爱情,悬疑,犯罪",Android,,,,
7,,,"真人秀,教育",apple,750,1334,,
8,,Android_12,其他,HONOR,1080,2122,,
8,,,"古装,武侠,剧情,芒果出品",Xiaomi,,,,
21,,,"爱情,都市,家庭",Xiaomi,,,,
21,,,"剧情,爱情,悬疑,犯罪",apple,2048,1536,,
21,,,"芒果出品,青春,网剧,爱情,都市",apple,1792,828,,
21,,Android_10,"剧情,爱情,芒果出品",HONOR,1473,720,,
21,,,"文化,脱口秀,搞笑",MStar,,,,
21,,Android_10,"战争,剧情",HONOR,1080,2322,,
22,,,"古装,武侠,剧情,芒果出品",apple,1242,2208,,
22,939B0883141A4A6BB7A7F5C36639A367710db14e8d8354b44972959e90e571e2,Android_11,"爱情,都市,家庭",OPPO,1080,2290,,
22,,,"喜剧,爱情,芒果出品",Android,,,,
22,,Windows,"剧情,爱情,都市,芒果出品",,1920,1080,,
22,,Windows,"剧情,爱情,都市,芒果出品",,1920,1080,,
22,,,"战争,剧情",apple,2732,2048,,
23,,,音乐,apple,1284,2778,,
23,,,"都市,爱情,剧情",apple,2208,1242,,
23,5E4A124E8BCD40CCA36D02456F060A07f7433d406bb579528d5fc141cd184504,android,"剧情,喜剧,爱情,家庭",OPPO,1080,2293,,
23,,,"明星,真人秀,竞演",apple,2160,1620,,
23,2fc9ee2a02dce7f8adb045d6b19fb31cfb723251a22c4eab29fcb5531d941536,Android_10,"都市,爱情,剧情",vivo,2342,1080,,
0,5BB4CC35FA364D3582BC7EDCAB3C9CA552692890892e135d9c6048700138f5aa,Android_12,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2245,,
2,,Windows,"爱情,都市,家庭",,,,,
3,,,"芒果出品,爱情,古装",apple,828,1792,,
4,,Android_10,其他,HUAWEI,659,1200,,
5,AEE17C46198343959229C0A19C1809BB26e3840eddfb7cd7ca261be231fdbe76,Android_12,"爱情,悬疑,犯罪",OPPO,2285,1080,,
7,8B83DDA2074D442784969EEA5CDDE4684fa2f66d1712ff9a359464f8be562dd3,Android_12,"剧情,喜剧,爱情,家庭",OPPO,2290,1032,,
