hour,oaid,os,item_names,brand,sw,sh,req_id,key
22,c2824823881b9d31dc05231136b8b7f7ea8597e89e76a6d38d5787f6c66ece3b,Android_13,"爱情,言情,都市,芒果出品",vivo,1080,2187,ZKlwNaOXmAlPINm0,c2824823881b9d31dc05231136b8b7f7ea8597e89e76a6d38d5787f6c66ece3b
22,,,音乐,apple,1170,2532,ZKl5iKNL4glrDaM6,41e05d4397d37cf8ee816467f0047e3fc55b42fb
2,9a4ddd0fb37effbf,Android_12,"芒果出品,青春,网剧,爱情,都市",Redmi,2174,1080,ZKhWaBIkWQlpGox9,9a4ddd0fb37effbf
21,bd62038e2f18d9064296aebe64b551ce7fc826a8b75a2f6c3b2a16b0b2b95839,Android_13,"战争,剧情",samsung,1080,2281,ZKlgpaOXmAlPDey1,bd62038e2f18d9064296aebe64b551ce7fc826a8b75a2f6c3b2a16b0b2b95839
0,2F9ED0425BAD4EF796E4288959DBEFD5f3157df2c21c076c8f2ffee68fd4f979,Android_12,"剧情,犯罪",OPPO,1080,2293,ZKhA1aNL4glr_7E9,2F9ED0425BAD4EF796E4288959DBEFD5f3157df2c21c076c8f2ffee68fd4f979
21,FC4C776FC8F44ECF9B554D3284709E2Ffb4305b636e7881f177e0e9b6a8f0b69,Android_10,"爱情,都市,家庭",OPPO,1080,2068,ZKlk4HK6qlOVlQs4,FC4C776FC8F44ECF9B554D3284709E2Ffb4305b636e7881f177e0e9b6a8f0b69
22,68D5A7CA44974FD7BDED6746C496BEBD646ec6445e0f65503562050e74229ba1,Android_12,"剧情,爱情,芒果出品",OPPO,1080,2234,ZKltWzSmkAk0y6M6,68D5A7CA44974FD7BDED6746C496BEBD646ec6445e0f65503562050e74229ba1
8,a48f749ae6e7e7bc3833fbec3960544e1592750d4f5ea34ebae3da238f9c0c59,Android_10,"都市,爱情",vivo,1080,2152,ZKiuynrrPwlmCHl2,a48f749ae6e7e7bc3833fbec3960544e1592750d4f5ea34ebae3da238f9c0c59
23,,,"剧情,爱情,芒果出品,都市",apple,1170,2532,ZKmFeeNnYwln-L81,16a7badab69e585fa01620c7b635549bbd2ffc68
1,56D953A0E7BE4EF9A6A441FB6ACD9F01ae6ed1a0c31fc16fe499c038eb18145c,Android_9,"剧情,都市",OPPO,720,1544,ZKhEmrVOSgkDRwP4,56D953A0E7BE4EF9A6A441FB6ACD9F01ae6ed1a0c31fc16fe499c038eb18145c
21,,,"剧情,爱情,古装",apple,2048,1536,ZKlrcZ_HQmDqaIW1,8DFF4990-3597-41D8-8C2B-DE2169A965C6
8,807152CEBEA64C8BBB177EEBE3361A300831a9e1ee18d397824a3e249bd2f915,Android_10,"爱情,剧情,喜剧,都市,家庭",OPPO,1080,2242,ZKinDnfy5QlJ1yO0,807152CEBEA64C8BBB177EEBE3361A300831a9e1ee18d397824a3e249bd2f915
8,,Android_12,其他,HUAWEI,1080,2259,ZKivCnrrPwlmCKI9,f92d37bf-ecb7-63c6-fffd-f9fffffb2e1f
1,,Android_10,"文化,脱口秀,搞笑",HONOR,1200,1934,ZKhMnvSimAljjlZ1,4943d30a-8eb7-457c-93d2-4b673f858bf0
8,,Android_9,其他,HONOR,1200,1920,ZKivBS_xbm9h0mx3,ee3f6eb1-bdd9-701c-bc1e-bfc7dbffa041
6,,Android_10,"都市,爱情",HUAWEI,1080,2211,ZKiPZ3K6qlOVvaU5,4f89ce66-0210-4490-b0e1-1d3f83f8ef06
21,,Android_12,"剧情,喜剧,爱情,家庭",HUAWEI,2597,1228,ZKlkcjqsAglliSY4,5315ec74-304d-4f8b-ad41-9a06b900ecb4
21,,Android_12,"古装,武侠,剧情,芒果出品",HUAWEI,1600,2006,ZKlqdeNnYwln3-Q8,0aeb3aa1-f075-4215-9430-050019e69029
7,,,"都市,爱情,芒果出品",apple,2048,1536,ZKih33bTGAl4NgO2,0ACBCCAD-CA24-4FAA-9A5A-4D0EA3E41648
21,,Android_10,"喜剧,爱情,芒果出品",HONOR,720,1411,ZKlrfzNAXglqhKX2,2fbfefed-5f5a-3e40-fd7d-eb75fea74be1
3,,,其他,apple,2160,1620,ZKhuiyBTwAl5KL24,5e958e978f9b7fa1de4cf0c76a2074889bc9bb8a
22,,,"青春,校园",apple,2160,1620,ZKlsOefIIAk9Z9p5,1d90a1812bc399e229cb1fd1d0f84df755f388e5
21,4FC52646190A49C3BDF0C6BB9EFC7AC9d225184565bf9fd932290b86e982d882,Android_12,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2237,ZKlnAjSmkAk0xDS7,4FC52646190A49C3BDF0C6BB9EFC7AC9d225184565bf9fd932290b86e982d882
23,,,"警匪,爱情,悬疑,芒果出品",apple,2048,1536,ZKmGOSBTwAl5LAM2,E0134E8D-39A5-435D-8778-41DD00F80127
21,,,"古装,武侠,剧情,芒果出品",apple,1334,750,ZKllK3bTGAl4BdF1,966d1781a7518a27112ae7e28868942e708ad56e
0,98A66F161EE545C3BE392B616B8F2521440bf4f12427dde10d13195fe0b55ba0,Android_10,"悬疑,犯罪,芒果出品",OPPO,1080,2264,ZKg2k7xPiW6OQlY8,98A66F161EE545C3BE392B616B8F2521440bf4f12427dde10d13195fe0b55ba0
23,,,"都市,爱情,剧情",apple,2532,1170,ZKl9t5KH5Ag2aRg6,c7c546c935d1cfaa482df65803e81f55103e7ed2
23,,,"都市,爱情,剧情",apple,2532,1170,ZKl9t5KH5Ag2aRg6,c7c546c935d1cfaa482df65803e81f55103e7ed2
8,,Android_12,"家庭,爱情",HONOR,2146,1080,ZKizQG-z1Akxnai0,0b56bfa5-4fab-4a92-b27c-6ce54b4b0ba6
21,e4a71b3be9ea088e,Android_12,"情感,旅游,真人秀,芒果出品",Redmi,2244,1080,ZKld5HK6qlOVi8e9,e4a71b3be9ea088e
2,,,"都市,爱情",apple,1170,2532,ZKhapWyFqQZE-wr6,383dd51c379b4a8075a4065c80177fa7c847dd6c
23,,,"芒果出品,真人秀,明星,搞笑",apple,2048,1536,ZKmDUm-z1AkxgVr6,3797B89E-FAE2-4338-BE90-7560FB9C1B13
21,681d332f9b66a2bef60dbeeb6540121027f5ce573ed2d476fa53d1908d016d60,Android_10,其他,vivo,1080,2342,ZKloKmyFqQZE6aC7,681d332f9b66a2bef60dbeeb6540121027f5ce573ed2d476fa53d1908d016d60
22,,,"剧情,喜剧,芒果出品",apple,828,1792,ZKlyvTNAXglqjCi3,65B42E99-353F-45E1-A935-47873C13A37C
1,,,其他,apple,1792,828,ZKhF6haTsglrpqz3,79debb9d10d38dc0a8ac6da7ebf10f71f3e2f518
22,,,"青春,校园",apple,2224,1668,ZKltjTDlHwlb2fd5,b6c6d95fe3743af2d011bf1d2926d2456a5d88b2
22,4087845d3fa3e97e,Android_9,"明星,真人秀,竞演",Xiaomi,1080,2221,ZKlxyrxPiW6OTvi7,4087845d3fa3e97e
4,7F3819B2FB074E26994AF0675C5DB866db0a4e0999b23332d1b04ba94e9e18df,Android_11,"真人秀,美食,明星",OPPO,2172,1080,ZKhxJzDlHwlb7fF3,7F3819B2FB074E26994AF0675C5DB866db0a4e0999b23332d1b04ba94e9e18df
22,,,"文化,脱口秀,搞笑",apple,1170,2532,ZKltlrxPiW6OSm50,15c9ff5ed2d4cc1c9976829827472ec7958a2825
22,,Android_12,"都市,爱情,剧情",HUAWEI,2204,1084,ZKlsf8KDAlt6F7_4,11a4ac40-fa67-45f5-969d-3e047c290826
21,89D8FF6588C14B109A19F8E66CA3E87Fe3b64147734c2a1893109ae6a857cfe8,Android_10,"芒果出品,青春,网剧,爱情,偶像",OPPO,1080,2264,ZKljtXK6qlOVk4h5,89D8FF6588C14B109A19F8E66CA3E87Fe3b64147734c2a1893109ae6a857cfe8
22,a3487253841768a75549c48938034694b65d0b5bd29f9d6bc5cc7375257683a1,Android_13,年代,vivo,1080,2283,ZKl3O7VOSgkDUNV6,a3487253841768a75549c48938034694b65d0b5bd29f9d6bc5cc7375257683a1
9,1b2f398aafd797edd5fabeef298018a3d00ce0e1fa4d879b7668ae45f5d9e14d,Android_11,其他,vivo,1080,2342,ZKi41fSimAljviK3,1b2f398aafd797edd5fabeef298018a3d00ce0e1fa4d879b7668ae45f5d9e14d
22,18e1d9c644149e9f,Android_13,"纪实,生活,真人秀",Xiaomi,1080,2175,ZKlsDG-z1AkxbAr9,18e1d9c644149e9f
21,,,"文化,脱口秀,搞笑",apple,2360,1640,ZKlpYOhm0wlkKZT7,4647F8E7-D4FD-42ED-9D13-16E722FC4E3C
0,25de5b74d16d54a0a42c84decf2ea5c0cdd5080dd096472e52a264c5d10c0f58,Android_10,"真人秀,教育",vivo,1080,2216,ZKg9IG-z1Akxaav9,25de5b74d16d54a0a42c84decf2ea5c0cdd5080dd096472e52a264c5d10c0f58
1,,,其他,apple,2224,1668,ZKhM0iBTwAl5GoX8,4AD386F9-D2B6-47C5-A7B5-CDED0C666E99
1,2307922a9753f2482cbc837a2a4009ac8f6073df75254069cac6b57fc3a98d3d,Android_13,"剧情,喜剧,爱情,家庭",vivo,1080,2194,ZKhPHTNAXglqjHO7,2307922a9753f2482cbc837a2a4009ac8f6073df75254069cac6b57fc3a98d3d
22,,,"爱情,都市,家庭",apple,2732,2048,ZKl5yHbTGAl4HG60,66BD6A3B-CDDC-4BA2-9704-8FAA38D79EF7
7,A123E363D902407CB3CC710009793E5B49e84885179a25da743f501f5ca85263,,"剧情,家庭",OPPO,720,1520,ZKiZAWYpeglGhRJ8,A123E363D902407CB3CC710009793E5B49e84885179a25da743f501f5ca85263
7,,,"爱情,言情,都市,芒果出品",apple,1125,2436,ZKidbnxF2QlUAQT3,d29bbd1295b33bd51c1d2dc0b52087cbff4eefee
7,4c5998ce31afe64e5a4bb06e2367aa56915841711a2713f2131cff2974aa6a56,Android_10,"剧情,悬疑,爱情",vivo,2340,1080,ZKigPuhm0wlkU528,4c5998ce31afe64e5a4bb06e2367aa56915841711a2713f2131cff2974aa6a56
0,,,"爱情,言情,都市,芒果出品",apple,1284,2778,ZKhB03rrPwlm2eA6,1E25ACA3-B53F-4D43-9E66-669BA9730453
0,,Android_12,"都市,爱情,剧情",HONOR,2160,1080,ZKhBTa5hVTQCKJt0,fffebdfd-dffa-25a1-d9ff-ffdfee5fa753
4,963A33FF0F924768B76D42A4C4CB5CB6c4a7b355b3e2c5ea8cea7ea60f5be7ce,Android_11,其他,OPPO,1536,684,ZKhvFzSmkAk03wF5,963A33FF0F924768B76D42A4C4CB5CB6c4a7b355b3e2c5ea8cea7ea60f5be7ce
8,,Android_10,"亲子,芒果出品,真人秀",HUAWEI,1080,2289,ZKit33K6qlOVzGn6,7ef7e10f-26b3-4b03-828a-0048dcaedeb5
8,,Android_9,"爱情,都市,家庭",Xiaomi,2198,1080,ZKiwYBJ-KAkqqhH4,08edef273f28da69c1876273fbf6c178
0,,Android_10,其他,HONOR,1080,2322,ZKg2jBaTsglrnZ15,975a8ba7-62fc-4018-9c6a-6f6470941686
22,0a7d7dd1aa4d1070,Android_13,"都市,爱情",Xiaomi,1440,2911,ZKl5EYn4rAlp1X96,0a7d7dd1aa4d1070
22,,,"都市,爱情,剧情",apple,2556,1179,ZKlzb8M1KnvPS-y8,7a81cb51afb7031cf45decc1a229397a5ebdae4b
23,4A4E0EB397584639B7C1884DE9E1013C8e7399e8bfb21136d33ad82330ea7a40,,"明星,真人秀,芒果出品",OPPO,720,1424,ZKl-M3rrPwlm6vA2,4A4E0EB397584639B7C1884DE9E1013C8e7399e8bfb21136d33ad82330ea7a40
7,,,"都市,爱情,芒果出品",apple,2778,1284,ZKiZ7W-joAlEqx_1,5bae4dbe8843cc362c8fd568e1c8235c1eeeeb3e
1,325C0819F2824928892B63F91FCD7CAB450bf309f9d7296def29f917a3ff60c2,Android_12,"真人秀,音乐",realme,1080,2249,ZKhSZ6J1tQ7ca5b1,325C0819F2824928892B63F91FCD7CAB450bf309f9d7296def29f917a3ff60c2
1,,,"战争,剧情",apple,2048,1536,ZKhPM_SimAljj5N4,2822454F-B631-444A-9EF4-49C6AA7E535C
3,,Android_10,其他,HUAWEI,1600,2006,ZKhrCufIIAk9etW0,6513e8f2-ace0-486c-a417-6a5064b69194
7,,,"亲子,明星,真人秀,教育,芒果出品",apple,1125,2436,ZKiaZ_SimAljrCA8,9fd82a54460940d0a12d4caa2a159b071e11db4f
2,877B337120864776933FA4239C5D3C47da5124e8f734b507935b0f545e889c0d,Android_12,"剧情,悬疑,爱情",realme,2290,1080,ZKhd5os1jAls9O91,877B337120864776933FA4239C5D3C47da5124e8f734b507935b0f545e889c0d
0,,Android_10,"悬疑,犯罪,芒果出品",HUAWEI,2289,1080,ZKg8ZHfy5QlJqpj6,1d4a5845-1440-4491-8b2d-299817570238
23,F107909AB79A44C88FF6C88BE06B7E6707e29c5a976780081fc06b342d7031c4,Android_12,"都市,剧情",OPPO,1080,2161,ZKl7M1oTBmi2WLF5,F107909AB79A44C88FF6C88BE06B7E6707e29c5a976780081fc06b342d7031c4
1,E0D1B992E4374CEA95A6A48018C144E18c87b65151dd4ac54957ebc65932524c,Android_10,"悬疑,犯罪,芒果出品",OPPO,720,1544,ZKhH_HbTGAl4Egr7,E0D1B992E4374CEA95A6A48018C144E18c87b65151dd4ac54957ebc65932524c
23,,Android_10,"爱情,都市,家庭",HUAWEI,1200,2499,ZKl-4OfIIAk9eZC1,2a0e4cca-8064-4de6-9f36-7b84fa7c05fc
3,,Android_13,"明星,真人秀,芒果出品",HONOR,1224,2592,ZKhgxONnYwln8QQ4,2498f286-39fc-4163-8aa1-2db0f28f4bd1
11,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792,ZKjdOBIkWQlpZst4,91582d01cf85f51a3ef714790c2d1757e683d0c7
9,,Android_12,"爱情,剧情,喜剧,都市,家庭",HUAWEI,807,1324,ZKi4JmyFqQZEI6E6,c7ba8f7f-8b1a-4568-83df-d3e068a3ca49
12,eefd2b6393d8a613,Android_11,"爱情,偶像",Redmi,1080,2276,ZKjooDNAXglq6Ml1,eefd2b6393d8a613
13,,Android_12,"芒果出品,悬疑,犯罪",HUAWEI,1344,2590,ZKjxERJ-KAkq5t30,8079e863-496b-42ce-97cb-dc70bf9714ba
14,,Android_10,"都市,家庭,芒果出品",HONOR,720,1360,ZKkIS6NL4glrhuq8,b7dbfb7f-ef6f-6136-6fff-63fdf7ffcebb
9,,Android_12,"纪实,生活,真人秀",HONOR,1200,2000,ZKjA2PAwMwk9uqg8,c53bf4c7-aa79-4025-8dbf-85f13f0d62cb
12,499de6b4b5a4d6cc1ffd82c672d02730c6b61456507389ea447a3fae8d30c709,Android_13,"都市,爱情",vivo,2192,1080,ZKjjAxaTsglrAcQ3,499de6b4b5a4d6cc1ffd82c672d02730c6b61456507389ea447a3fae8d30c709
13,,,"音乐,芒果出品",LENOVO,900,1600,ZKj5KaOXmAlPkky7,599eff6bd84b6837029d19106d196e47
10,,,其他,apple,1242,2688,ZKjGN6NL4glrQFZ7,6CEB5154-4A38-4382-8C56-9A6683C7602B
15,,,"明星,真人秀,芒果出品",apple,1284,2778,ZKkOaKNL4glrjiS1,41140816c343583b4f62b95ee9715530484bb922
12,4998a9242f3410a02436b8f35068fb05a17b8b5801afff767c8c1c7e41ec9e89,Android_11,其他,vivo,1080,2216,ZKjnFTqsAgll9MC0,4998a9242f3410a02436b8f35068fb05a17b8b5801afff767c8c1c7e41ec9e89
14,16EB3CD921C344639D31AD4BA5724C0E150bbe75077f0cc81f60a3f244fec66d,Android_11,"都市,爱情,芒果出品",OPPO,1080,2302,ZKj7Z2yFqQZEZlB6,16EB3CD921C344639D31AD4BA5724C0E150bbe75077f0cc81f60a3f244fec66d
14,,Android_11,"爱情,都市,职场,芒果出品",HONOR,2289,1080,ZKj7aaNL4glrd9o7,2d38be9f-c3c6-4509-8cdc-22e1c97ce59a
12,,Android_10,"爱情,都市,家庭",HUAWEI,1080,2295,ZKjfWuhm0wlkhdq4,46ea5609-4c02-44df-93f7-6b525d98fb5b
10,c98183ba78b0f6f0,Android_12,"剧情,悬疑,谍战,年代",Redmi,2320,1080,ZKjMg_CkHQlZzPt8,c98183ba78b0f6f0
11,62EA41D819B745FE973AD818255E95B4e6fbc1c8588297eede0ad41a2e59d68d,Android_11,其他,OPPO,1080,2285,ZKjd3Ys1jAlsPm-1,62EA41D819B745FE973AD818255E95B4e6fbc1c8588297eede0ad41a2e59d68d
12,E4321B59DEBA4145BFEDF560C399EFB3685800ebc67c989f936219ba06bc196b,Android_12,"真人秀,芒果出品",OPPO,720,1460,ZKjlX2-z1AkxzCM1,E4321B59DEBA4145BFEDF560C399EFB3685800ebc67c989f936219ba06bc196b
9,5CA41223C0DB4EE58ADA23FC2EF6E06Ca1bcc4b74956babd4b94643ab7879112,Android_10,"纪实,生活,真人秀",OPPO,1080,2228,ZKi7amyFqQZEJjU2,5CA41223C0DB4EE58ADA23FC2EF6E06Ca1bcc4b74956babd4b94643ab7879112
12,A347CFF63BB54B95AA38440D9EA38EBB4ed779bee1f5f2356a4c3e87c579d0cb,Android_12,"爱情,悬疑,犯罪",OPPO,1080,2158,ZKjg5xaTsglr_yL0,A347CFF63BB54B95AA38440D9EA38EBB4ed779bee1f5f2356a4c3e87c579d0cb
13,,,"古装,爱情,芒果出品",apple,1125,2436,ZKj2g-hm0wlkn6C6,78a6fdd7c2c03a29a556d897c7bae97d04cc2bee
14,,Android_12,"爱情,都市,家庭",HONOR,1080,2214,ZKkH_TSmkAk0US06,aea2b5bd-e73b-476f-aabf-f24d6762270f
15,89BAB8EDBFA046ED883A4C1844686A8Dc3653e49c53f1befb3ffdbd1b527031d,Android_12,其他,realme,1448,720,ZKkP0wx3jGQUrfA1,89BAB8EDBFA046ED883A4C1844686A8Dc3653e49c53f1befb3ffdbd1b527031d
11,,Android_10,"古装,爱情",HUAWEI,1080,2259,ZKjVtTDlHwlbJ8k1,3ddfd4bc-37fe-f4cc-2eee-ffa7dffb608f
13,,,"益智,芒果出品",apple,2778,1284,ZKjt0FoTBmi2soJ0,176A95EC-9793-41BF-9578-62592B692BF2
12,341dead55626119655fa70cb315b36360ac2ea49ceab04b360f6d000707ab73f,Android_11,其他,vivo,2157,1080,ZKjq3LVOSgkDqyk5,341dead55626119655fa70cb315b36360ac2ea49ceab04b360f6d000707ab73f
13,,,"古装,宫廷,言情,芒果出品",apple,1170,2532,ZKjxgHrrPwlmRtC3,9a196fafa4fa71fbff9e1611f8575541fa71f063
11,,,"剧情,喜剧,爱情,家庭",apple,2532,1170,ZKjWpPSimAlj2Hw6,f95f86549f636d2f34ac38bb2f01a79d74441119
10,,,"芒果出品,网剧,都市,爱情",apple,2532,1170,ZKjF2haTsglr5Gy2,4C26133F-50B2-49CC-A240-E3F065A3DCFC
12,,,其他,apple,2208,1242,ZKjlX3bTGAl4bqE7,DF0F8049-2DCD-456B-B1EF-A8FAD73296E2
13,,,其他,apple,828,1792,ZKjteXK6qlOVBm_0,F6250944-C8BF-42BD-9061-0E250B65F1EF
13,,Windows,"都市,爱情,剧情",,1280,720,ZKj20ouNRzoGp2f9,REQ1RjU4NzQ4QzI5NkQ2NkE1MzlBMTEwMzJDQTUzMjE=
13,19801284566A4D7687D3B44958A769802a91ef808a226866c7dc556ebc73f617,Android_10,"爱情,都市,家庭",OPPO,2200,1080,ZKj5keMP4QkCEUk9,19801284566A4D7687D3B44958A769802a91ef808a226866c7dc556ebc73f617
10,,Mac,"都市,爱情,剧情",,1440,900,ZKjNCYingggvW3O6,Q0UzNEIxRkExNUE0NjA4ODA5M0ZBODlBMEZGODQ1RjE=
14,,,"都市,爱情,剧情",apple,2388,1668,ZKkD3oingggvHvb6,19E8EB53-CE73-4BCD-A635-37711325BB7C
12,,Android_10,"纪实,生活,真人秀",HUAWEI,1200,2499,ZKjqWmyFqQZEU647,04cbbf6b-0e3f-43f8-940b-a3aca9889634
11,4db24a13269228e6487ca71cae69e51ae1ce014f23c3b832e70ba9015d2a2e8f,Android_11,"亲子,芒果出品,真人秀",vivo,1080,2216,ZKjUDWYpeglGrzH6,4db24a13269228e6487ca71cae69e51ae1ce014f23c3b832e70ba9015d2a2e8f
15,3587409c5d6bed7a,Android_12,剧情,Redmi,1080,2190,ZKkWXLVOSgkD3Hc5,3587409c5d6bed7a
12,2bd23a87986db271d9cad717635c89e648964505592bc5b53ab8239cbe576060,Android_13,"都市,爱情",samsung,1080,2176,ZKjgseMP4QkC9at0,2bd23a87986db271d9cad717635c89e648964505592bc5b53ab8239cbe576060
15,77dc1607957f205c1f2cdb4d484b1b02019cd3a8d23ac95e24ed7084df9674e5,Android_12,其他,vivo,1080,846,ZKkJgWYpeglG6j38,77dc1607957f205c1f2cdb4d484b1b02019cd3a8d23ac95e24ed7084df9674e5
14,47a9a50290f8cbcbc35db307aa4591dac4d3f3fc3c65fb8944c16e9237c61637,Android_10,"都市,芒果出品,剧情",vivo,2244,1080,ZKkBuDSmkAk0Sh74,47a9a50290f8cbcbc35db307aa4591dac4d3f3fc3c65fb8944c16e9237c61637
10,8FF1EBFCF0B14554ADA4CE08B5CAEDC3f8cec22c7fbb1077577dd2af26e2ca05,Android_11,"青春,校园",OPPO,2290,1080,ZKjPmYs1jAlsL7n9,8FF1EBFCF0B14554ADA4CE08B5CAEDC3f8cec22c7fbb1077577dd2af26e2ca05
12,,Android_10,"爱情,都市",HUAWEI,1152,2268,ZKjq_fCkHQlZ7Mi0,47395524-db3f-4608-b0ef-3689d7b75324
12,20F5D503BB82410092944E95AF92EE9Cca46e8be935fc29526c4a3076c58d7fb,Android,其他,OPPO,2158,1080,ZKjhZ7VOSgkDoMK6,20F5D503BB82410092944E95AF92EE9Cca46e8be935fc29526c4a3076c58d7fb
15,,Android_10,"爱情,都市,家庭",HUAWEI,2231,1080,ZKkK5GYpeglG66y4,b7dbe2ff-5797-0b16-f9ff-f79f99fcd825
12,,,"音乐,竞技",apple,2048,1536,ZKjs4J_HQmDq0kS3,eb708a1c376c9ce5dd574ef0989e24c9163d144e
11,0128175D98C049B4A4D9C1CF78599B11b19bd6c4e823f4d9bacd332e672868ad,Android_10,"都市,爱情",OPPO,2153,1080,ZKjXzXxF2QlULPA9,0128175D98C049B4A4D9C1CF78599B11b19bd6c4e823f4d9bacd332e672868ad
13,,Android_12,"都市,爱情,芒果出品",HUAWEI,1152,2268,ZKj1kehm0wlknp03,ab4c7035-b1bd-4c71-93a4-f30dcdc6b204
15,,Windows,"爱情,都市,家庭",,1536,864,ZKkMVlmMYQg_R4P6,NTcwMTZCRTAzMkI1N0RFQkJDOUEzRDExQTg4RkZCMUU=
11,,Mac,"剧情,喜剧,爱情,家庭",,,,ZKjWdTDlHwlbKJm2,MTdBNkZDNkE3ODYwNEMxOEQxQ0Y5QTc1RDk1N0MzRDM=
15,,,"都市,爱情,芒果出品",apple,1242,2208,ZKkQanK6qlOVLpO4,e5c44fd869fccdf990b65ebc06551f9a4a422cc4
15,E0BDDA57079F477BA26636F87BA7F2B8f8515f83074231dd6c95e4e5bbbd0dab,Android_10,"青春,都市,爱情",OPPO,1080,2198,ZKkK5BaTsglrLgr7,E0BDDA57079F477BA26636F87BA7F2B8f8515f83074231dd6c95e4e5bbbd0dab
15,,,"剧情,爱情,芒果出品",apple,2532,1170,ZKkTFG-joAlEGwX3,31d4e88f53469277435ff6569afae8a8957620e8
10,,,"真人秀,美食",apple,2436,1125,ZKjFD_CkHQlZxiZ4,4173fe25b5b12b525e9d3128894ab161443dcad5
13,,,"剧情,喜剧,爱情,家庭",apple,2778,1284,ZKjwn7xPiW6OtSQ5,7d276859875d61c2476825061ebed92fd163b08d
14,,,"都市,爱情,芒果出品",apple,828,1792,ZKj_v2-z1Akx6T51,a0f8ddea744a693371733a22d6ec110971050219
11,,Android_12,"古装,爱情,芒果出品",HUAWEI,1080,2241,ZKjT6nK6qlOV6zP5,c23e2b62-6427-42d0-95ce-0435e1314309
13,,,"都市,芒果出品,剧情",apple,750,1334,ZKj7NBIkWQlph5U7,35c44b0d48318801afc88227ca3da651cd5d492a
13,f7c523c3f4f10326,Android_12,其他,Redmi,1080,2280,ZKj7LzSmkAk0Qju2,f7c523c3f4f10326
12,,,剧情,apple,2532,1170,ZKjorAx3jGQUgbh9,9d5f18d13605e8146866f6e96844239599ddbc8d
12,,,"真人秀,明星,竞技",apple,828,1792,ZKjiznbTGAl4a597,7f7e01c230406ef3b8c4e2c5419e4c0cf4b50993
11,,,"芒果出品,爱情,古装",apple,1334,750,ZKjTHIs1jAlsMwh9,dfd01a19b2b45a852bedeb5cc0f1bdedf3a32725
14,B2B13FF31B6743138BBC3FFD0EE6FE56905ac6fd6c59904321a880f2f4b50c1b,Android_11,"都市,家庭,芒果出品",realme,1080,2158,ZKkCc6J1tQ7c41L9,B2B13FF31B6743138BBC3FFD0EE6FE56905ac6fd6c59904321a880f2f4b50c1b
11,,,"剧情,爱情,芒果出品,都市",OPPO,1080,2264,ZKjZSos1jAlsOcp3,885d2c3b003d495c6501f56fbea91dd0
12,,Android_10,"都市,爱情",HONOR,1236,2562,ZKjfWG-z1AkxxQU7,be491ac1-edca-4bb2-a18a-9a926a686c41
14,C18A46EAD6A3465B89DABAB4FA2591A80756da0f8bc6ae6dac245d0c0fdc74d6,,"剧情,都市",OPPO,720,1424,ZKkDnyBTwAl5lis6,C18A46EAD6A3465B89DABAB4FA2591A80756da0f8bc6ae6dac245d0c0fdc74d6
12,d0d8acb487d3c5b0,Android_11,"古装,爱情,芒果出品",Xiaomi,1080,2255,ZKjtMi_xbm9hC3K6,d0d8acb487d3c5b0
11,59284FA9E8CD4E7AAC6F1D73ABD7CFB1e3527d5f792c60c896efad89d9c00617,Android_12,"明星,真人秀,芒果出品",OPPO,1080,2290,ZKjc9-fIIAk9vls2,59284FA9E8CD4E7AAC6F1D73ABD7CFB1e3527d5f792c60c896efad89d9c00617
14,,Android_10,"校园,青春,奇幻,喜剧,爱情",HUAWEI,1080,2107,ZKj8LyEqaQk_LkL1,ffb39fbe-edde-df1a-bfdc-6fabce64347e
12,CA93FE61C8874CF3B0BB384C1B639246025e5a1c6a1a3f00b4e9f4e895f6529e,,"古装,武侠,剧情,芒果出品",OPPO,720,1544,ZKjplWyFqQZEUuk1,CA93FE61C8874CF3B0BB384C1B639246025e5a1c6a1a3f00b4e9f4e895f6529e
13,,Android_9,其他,OPPO,2196,1080,ZKjwLDDlHwlbRB-1,bcf6bad4d9cac93163135df39912fcab
9,,,"纪实,生活,真人秀",apple,828,1792,ZKi_QtdNnglB54s6,d42685b491c275e7a2f18e23b583ede6114ab1f0
13,448E80D34A614DF088AF346C4F08F113b303d949006fbb3c3ba02060cd9aea29,Android_12,"剧情,喜剧,爱情,家庭",OPPO,1080,2285,ZKjuUxaTsglrDXZ4,448E80D34A614DF088AF346C4F08F113b303d949006fbb3c3ba02060cd9aea29
12,,Android_11,"芒果出品,青春,偶像,爱情,古装,网剧",HONOR,720,1552,ZKjj82-z1Akxyof4,eb7d1916-3924-4cd9-bf38-c31af27926e4
14,146C22F847584C02946AA42593EAABD39721a083a00459368a9335c80f1815ce,Android,"芒果出品,古装,爱情,玄幻,网剧",OPPO,2280,1080,ZKj7a_SimAljAEQ0,146C22F847584C02946AA42593EAABD39721a083a00459368a9335c80f1815ce
15,,Linux,"真人秀,教育",,,,ZKkJ_jNAXglqDfZ2,MkFDMDYwODkzNTQzQjA2OUU3QjYzRTA0MzEwRjMzNDA=
11,ca92f20628b59212,Android_12,"警匪,剧情,芒果出品",Xiaomi,1440,3063,ZKjX0fCkHQlZ2EC5,ca92f20628b59212
11,,,"音乐,芒果出品",apple,1170,2532,ZKjbijqsAgll6Aj7,afc266b4f28d179ac1ed3c9b6bb0dcf8257e22d7
